# 加成描述到Effect名称|modified_attribute_name的映射字典
# 格式: 加成描述: effect_name|modified_attr_name

## 能量炮台

xx% 工业加成: caldariIndustrialSkillLevelPreMulShipBonusCIShip|shipBonusCI
xx% 工业加成: eliteIndustrial1SkillLevelPreMulEliteBonusEliteIndustrialShip|eliteBonusIndustrial1
xx% 工业加成: eliteIndustrial2SkillLevelPreMulEliteBonusEliteIndustrialShip|eliteBonusIndustrial2
xx% 工业加成: gallenteIndustrialSkillLevelPreMulShipBonusGI2Ship|shipBonusGI2
xx% 工业加成: gallenteIndustrialSkillLevelPreMulShipBonusGIShip|shipBonusGI
xx% 工业加成: industrialConstructionIndustrialConstructionTimeBonusPostPercentIndustrialConstructionTimeChar|industrialConstructionCost
xx% 工业加成: industrialConstructionSkillBoostIndustrialConstructionTimeBonus|industrialConstructionTimeBonus
xx% 工业加成: industrialReconfigurationBonusConsumptionQuantity|consumptionQuantity
xx% 工业加成: industrialReconfigurationSkillLevelConsumptionQuantity|consumptionQuantityBonus
xx% 工业加成: metallurgySkillBoostMineralNeedResearchBonus|mineralNeedResearchBonus
xx% 工业加成: minmatarIndustrialSkillLevelPreMulShipBonusMI2Ship|shipBonusMI2
xx% 工业加成: minmatarIndustrialSkillLevelPreMulShipBonusMIShip|shipBonusMI
xx% 工业加成: oreDestroyerSkillLevelPreMulShipBonusOreDestroyerShip1|shipBonusOreDestroyer1
xx% 工业加成: oreDestroyerSkillLevelPreMulShipBonusOreDestroyerShip2|shipBonusOreDestroyer2
xx% 工业加成: oreDestroyerSkillLevelPreMulShipBonusOreDestroyerShip3|shipBonusOreDestroyer3
xx% 工业加成: oreIndustrialSkillLevelPostMulShipBonusOreIndustrial1Ship|shipBonusOreIndustrial1
xx% 工业加成: oreIndustrialSkillLevelPostMulShipBonusOreIndustrial2Ship|shipBonusOreIndustrial2
xx% 工业加成: refineryGasDecompressionEfficiencyBonus|gasDecompressionBaseEfficiency
xx% 工业加成: shipBonusMineralBayGI2|specialMineralHoldCapacity
xx% 工业加成: skillInterdictorEliteBonus1SkillLevel|eliteBonusInterdictors1
xx% 工业加成: skillInterdictorEliteBonus2SkillLevel|eliteBonusInterdictors2
xx% 工业加成: spaceAnchorEffect|doesNotEmergencyWarp
xx% 工业加成: structureRigAsteroidOreYield|refiningYieldNormalOres
xx% 工业加成: structureRigMoonOreYield|refiningYieldMoonOres
xx% 工业加成: subsystemBonusAmarrCore2EnergyResistance|energyWarfareResistance
xx% 工业加成: subsystemBonusAmarrCore3EnergyWarHeatBonus|overloadSelfDurationBonus/overloadSelfDurationBonus
xx% 工业加成: subsystemBonusCaldariCore2EnergyResistance|energyWarfareResistance
xx% 工业加成: subsystemBonusGallenteCore2EnergyResistance|energyWarfareResistance
xx% 工业加成: subsystemBonusMinmatarCore2EnergyResistance|energyWarfareResistance
xx% 采矿量加成: crystalMiningamountInfo2|specialtyMiningAmount
xx% 采矿量加成: exhumersSkillLevelOreMiningDuration|exhumersBonusOreMiningDuration
xx% 采矿量加成: exhumersSkillLevelOreMiningYield|exhumersBonusOreMiningYield
xx% 采矿量加成: expeditionFrigateSkillLevelMiningLaserDuration|expeditionFrigateBonusMiningLaserDuration
xx% 采矿量加成: expeditionFrigateSkillLevelOreMiningYield|expeditionFrigateBonusOreMiningYield
xx% 采矿量加成: miningBargeSkillLevelGasHarvestingDuration|miningBargeBonusGasHarvestingDuration
xx% 采矿量加成: miningBargeSkillLevelIceHarvestingDuration|miningBargeBonusIceHarvestingDuration
xx% 采矿量加成: miningBargeSkillLevelIceHarvestingRange|miningBargeBonusIceHarvestingRange
xx% 采矿量加成: miningBargeSkillLevelOreMiningRange|miningBargeBonusOreMiningRange
xx% 采矿量加成: miningBargeSkillLevelOreMiningYield|miningBargeBonusOreMiningYield
xx% 采矿量加成: miningBargeSkillLevelPostMulShipBonusORE2Ship|shipBonusORE2
xx% 采矿量加成: miningBargeSkillLevelPostMulShipBonusORE3Ship|shipBonusORE3
xx% 采矿量加成: miningCritBonusYieldBonusOreIceOnline|miningCritBonusYield/miningCritBonusYield
xx% 采矿量加成: miningCritChanceBonusOreIceOnline|miningCritChance/miningCritChance
xx% 采矿量加成: miningCritChanceSkillBoostLevelBonus|miningCritChanceBonus
xx% 采矿量加成: miningCritChanceSkillPostPercentLRSMBonus|miningCritChance/miningCritChance
xx% 采矿量加成: miningCritYieldSkillBoostLevelBonus|miningCritBonusYieldBonus
xx% 采矿量加成: miningCritYieldSkillPostPercentLRSMBonus|miningCritBonusYield/miningCritBonusYield
xx% 采矿量加成: miningForemanDurationBonus|buffDuration
xx% 采矿量加成: miningFrigateSkillLevelGasCloudHarvesting|miningFrigateBonusGasCloudHarvestingDuration
xx% 采矿量加成: miningFrigateSkillLevelIceHarvestingDuration|miningFrigateBonusIceHarvestingDuration
xx% 采矿量加成: miningFrigateSkillLevelOreMiningYieldBonus|miningFrigatesBonusOreMiningYield
xx% 采矿量加成: miningFrigateSkillLevelPostMulShipBonusORE2frig|shipBonusOREfrig2
xx% 采矿量加成: miningWasteChanceBonusOreIceOnline|miningWasteProbability/miningWasteProbability/miningWasteProbability
xx% 采矿量加成: shipIceMiningCriticalHitChanceBonusOreDestroyer1|miningCritChance
xx% 采矿量加成: shipIceMiningCriticalHitYieldBonusOreDestroyer2|miningCritBonusYield
xx% 采矿量加成: shipRoleBonusOREExecutiveIssueMiningCriticalHitChanceBonus|miningCritChance
xx% 采矿量加成: shipRoleBonusOREExecutiveIssueMiningHoldAmount|generalMiningHoldCapacity
xx% 采矿量加成: shipRoleBonusPerseveranceIceMiningCriticalHitChanceBonus|miningCritChance
xx% 采矿量加成: shipSpecialityMining|cpu

## 远程维修

xx% 远程维修加成: armorDamageAmountBonusCapitalArmorRepairers|armorDamageAmount
xx% 远程维修加成: capitalRemoteShieldTransferCapNeedBonusSkill|capacitorNeed
xx% 远程维修加成: eliteBonusLogisticShieldTransferCapNeed1|capacitorNeed
xx% 远程维修加成: eliteBonusLogisticShieldTransferCapNeed2|capacitorNeed
xx% 远程维修加成: eliteBonusViolatorsRepairSystemsArmorDamageAmount2|armorDamageAmount
xx% 远程维修加成: shipBonusForceAuxiliaryG1RemoteShieldBoostAmount|shieldBonus
xx% 远程维修加成: shipBonusForceAuxiliaryM2LocalBoostAmount|shieldBonus/shieldBonus
xx% 远程维修加成: shipBonusShieldTransferBoostAmountCC2|shieldBonus
xx% 远程维修加成: shipBonusShieldTransferBoostAmountCF2|shieldBonus
xx% 远程维修加成: shipBonusShieldTransferBoostAmountMC2|shieldBonus
xx% 远程维修加成: shipBonusShieldTransferBoostAmountMF2|shieldBonus
xx% 远程维修加成: shipBonusShieldTransferCapNeedCF|capacitorNeed
xx% 远程维修加成: shipBonusShieldTransferCapNeedMF|capacitorNeed
xx% 远程维修加成: shipBonusShieldTransferCapneed1|capacitorNeed
xx% 远程维修加成: shipBonusShieldTransferCapneedMC1|capacitorNeed
xx% 远程维修加成: structureStealthEmitterArraySigDecrease|signatureRadius
xx% 远程维修加成: subsystemBonusCaldariOffensive2RemoteShieldBoosterCapUse|capacitorNeed
xx% 远程维修加成: subsystemBonusCaldariOffensive3RemoteShieldBoosterHeat|overloadSelfDurationBonus/overloadShieldBonus
xx% 远程维修加成: systemShieldRemoteRepairAmount|shieldBonus/shieldBonus

## 物流

xx% 物流加成: freighterA2SkillLevel|freighterBonusA2
xx% 物流加成: freighterC1SkillLevel|freighterBonusC1
xx% 物流加成: freighterC2SkillLevel|freighterBonusC2
xx% 物流加成: freighterCargoBonusA2|capacity
xx% 物流加成: freighterCargoBonusC2|capacity
xx% 物流加成: freighterCargoBonusG2|capacity
xx% 物流加成: freighterCargoBonusM2|capacity
xx% 物流加成: freighterG1SkillLevel|freighterBonusG1
xx% 物流加成: freighterG2SkillLevel|freighterBonusG2
xx% 物流加成: freighterM1SkillLevel|freighterBonusM1
xx% 物流加成: freighterM2SkillLevel|freighterBonusM2
xx% 物流加成: freighterO1SkillLevel|freighterBonusO1
xx% 物流加成: freighterO2SkillLevel|freighterBonusO2
xx% 物流加成: logisticSkillMultiplier1|eliteBonusLogistics1
xx% 物流加成: logisticSkillMultiplier2|eliteBonusLogistics2
xx% 物流加成: logisticSkillMultiplier3|eliteBonusLogistics3
xx% 物流加成: logisticSkillMultiplier4|eliteBonusLogistics4
xx% 物流加成: zColinSkillTransportCovertCloakMod|eliteIndustrialCovertCloakBonus

## 隐身

xx% 隐形装置加成: covertOpsAndReconOpsCloakModuleDelayBonus|moduleReactivationDelay
xx% 隐形装置加成: covertOpsSkillLevelPreMulEliteBonusCoverOpsShip2|eliteBonusCovertOps2
xx% 隐形装置加成: covertOpsSkillLevelPreMulEliteBonusCoverOpsShip3|eliteBonusCovertOps3
xx% 隐形装置加成: covertOpsSkillLevelPreMulEliteBonusCoverOpsShip4|eliteBonusCovertOps4
xx% 隐形装置加成: covertOpsSkillLevelPreMulEliteBonusCoverOpsShip|eliteBonusCovertOps1
xx% 隐形装置加成: covertOpsStealthBomberSiegeMissileLauncherPowerNeedBonus|power
xx% 隐形装置加成: roleBonusColossusMJDRReactivationDelayBonus|moduleReactivationDelay
xx% 隐形装置加成: roleBonusMarauderMJDRReactivationDelayBonus|moduleReactivationDelay
xx% 隐形装置加成: solarFlareShipRoleBonusMJDCoolDown|moduleReactivationDelay
xx% 隐形装置加成: systemDisallowCloaking|disallowCloaking

## 结构

xx% 结构加成: citadelRigBonus|structureRigDoomsdayDamageLossTargetBonus/structureRigScanResBonus/structureRigPDRangeBonus/structureRigPDCapUseBonus/structureRigMissileExploVeloBonus/structureRigMissileVelocityBonus/structureRigEwarOptimalBonus/structureRigEwarFalloffBonus/structureRigEwarCapUseBonus/structureRigMissileExplosionRadiusBonus
xx% 结构加成: citadelServiceFuelBonus|serviceModuleFuelAmount/serviceModuleFuelOnlineAmount
xx% 结构加成: posStructureControlAmountBonus|posStructureControlAmount
xx% 结构加成: rigStructureManufactureMaterialBonus|attributeStructureManufactureMaterialMultiplier
xx% 结构加成: rigStructureManufactureTimeBonus|attributeStructureManufactureTimeMultiplier
xx% 结构加成: shipBonusDroneStructureHitPointsAB|hp
xx% 结构加成: structureCitadelSkinBonus|structureServiceRoleBonus/structureAoERoFRoleBonus/structureRoleBonus
xx% 结构加成: structureCombatRigSecurityModification|structureRigDoomsdayDamageLossTargetBonus/structureRigScanResBonus/structureRigPDRangeBonus/structureRigPDCapUseBonus/structureRigMissileExploVeloBonus/structureRigMissileVelocityBonus/structureRigEwarOptimalBonus/structureRigEwarFalloffBonus/structureRigEwarCapUseBonus/structureRigMissileExplosionRadiusBonus/structureRigMaxTargetRangeBonus
xx% 结构加成: structureConversionRigCopyTimeBonus|attributeBPCopyTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigEquipManTimeBonus|attributeEquipmentManufactureTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigInventionCostBonus|attributeInventionCostMultiplier/attributeEngRigCostBonus
xx% 结构加成: structureConversionRigInventionTimeBonus|attributeInventionTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigMETimeBonus|attributeMEResearchTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigManufacturingMaterialBonus|strEngMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus
xx% 结构加成: structureConversionRigResearchCostBonus|attributeMEResearchCostMultiplier/attributeTEResearchCostMultiplier/attributeBPCopyCostMultiplier/attributeEngRigCostBonus/attributeEngRigCostBonus/attributeEngRigCostBonus
xx% 结构加成: structureConversionRigT1ShipManTimeBonus|attributeBasSmallShipManufactureTimeMultiplier/attributeBasMediumShipManufactureTimeMultiplier/attributeBasLargeShipManufactureTimeMultiplier/attributeCapShipManufactureTimeMultiplier/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigT2CompManTimeBonus|attributeAdvCompManufactureTimeMultiplier/attributeAdvCapCompManufactureTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigT2ShipManTimeBonus|attributeAdvSmallShipManufactureTimeMultiplier/attributeAdvMediumShipManufactureTimeMultiplier/attributeAdvLargeShipManufactureTimeMultiplier/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus
xx% 结构加成: structureConversionRigTETimeBonus|attributeTEResearchTimeMultiplier/attributeEngRigTimeBonus
xx% 结构加成: structureCynoBeaconServiceFuelBonus|serviceModuleFuelOnlineAmount/serviceModuleFuelAmount
xx% 结构加成: structureEngineeringComplexSkinBlueprintCopyOptimizationRigBonus|attributeEngRigCostBonus/attributeEngRigTimeBonus
xx% 结构加成: structureEngineeringComplexSkinBonus|structureServiceRoleBonus/structureAoERoFRoleBonus
xx% 结构加成: structureEngineeringComplexSkinFactoryRigBonus|attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus
xx% 结构加成: structureEngineeringComplexSkinInterdictorsRigBonus|attributeEngRigCostBonus/attributeEngRigTimeBonus/attributeEngRigCostBonus/attributeEngRigTimeBonus
xx% 结构加成: structureEngineeringComplexSkinMaterialResearchRigBonus|attributeEngRigCostBonus/attributeEngRigTimeBonus/attributeEngRigCostBonus/attributeEngRigTimeBonus
xx% 结构加成: structureEngineeringComplexSkinTimeResearchRigBonus|attributeEngRigCostBonus/attributeEngRigTimeBonus/attributeEngRigCostBonus/attributeEngRigTimeBonus/attributeEngRigCostBonus/attributeEngRigTimeBonus
xx% 结构加成: structureEngineeringRigSecurityModification|attributeEngRigCostBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeThukkerEngRigMatBonus
xx% 结构加成: structureHPBonusAddPassive|hp
xx% 结构加成: structureHPMultiplyPassive|hp
xx% 结构加成: structureHPMultiply|hp
xx% 结构加成: structureRaitaruSkinFactoryRigBonus|attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigMatBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus/attributeEngRigTimeBonus
xx% 结构加成: structureReactionRigSecurityModification|RefRigMatBonus/RefRigTimeBonus
xx% 结构加成: structureRefinerySkinBonus|structureServiceRoleBonus/strRefiningYieldBonus/structureAoERoFRoleBonus/structureGasDecompressionEfficiencyBonus
xx% 结构加成: structureRefinerySkinRigBonus|RefRigTimeBonus/RefRigMatBonus
xx% 结构加成: structureReprocessingRigSecurityModification|refiningYieldMultiplier
xx% 结构加成: structureRigCalAmarrIceYield|refiningYieldCalAmarrIce
xx% 结构加成: structureRigDoomsdayDamageLoss|lightningWeaponDamageLossTarget
xx% 结构加成: structureRigDoomsdayTargetAmountBonus|lightningWeaponTargetAmount
xx% 结构加成: structureRigGalMinIceYield|refiningYieldGalMinIce
xx% 结构加成: structureRigIceYield|refiningYieldIce
xx% 结构加成: structureRigMaxTargetRange|maxTargetRange
xx% 结构加成: structureRigMaxTargets|maxLockedTargets
xx% 结构加成: structureRigPDBmaxRange|empFieldRange
xx% 结构加成: structureRigSensorResolution|scanResolution
xx% 结构加成: warpScrambleForStructure|warpScrambleStatus

## 未分类

xx% 未知加成(ATInverseSecStatus): ATNegativeToPositiveSecStatus|ATInverseSecStatus
xx% 未知加成(accessDifficultyBonus): accessDifficultyBonusModifierRequiringArchaelogy|accessDifficultyBonus
xx% 未知加成(accessDifficultyBonus): archaeologyAccessDifficultyBonusMultiplier|accessDifficultyBonus
xx% 未知加成(accessDifficultyBonus): salvagingAccessDifficultyBonusEffectPassive|accessDifficultyBonus
xx% 未知加成(accessDifficultyBonus): salvagingAccessDifficultyBonusMultiplier|accessDifficultyBonus
xx% 未知加成(advancedIndustrySkillIndustryJobTimeBonus): advancedIndustrySkillBoostAdvancedIndustrySkillIndustryJobTimeBonus|advancedIndustrySkillIndustryJobTimeBonus
xx% 未知加成(amarrTechMutator): amarrTechSkillBoostAmarrTechMutator|amarrTechMutator
xx% 未知加成(amarrTechTimePercent): amarrTechAmarrTechMutatorPostPercentAmarrTechTimePercentLocationChar|amarrTechTimePercent
xx% 未知加成(aoeCloudSize): shipBonusTorpAoeSizeColossus2|aoeCloudSize
xx% 未知加成(aoeCloudSize): systemAoeCloudSize|aoeCloudSize
xx% 未知加成(aoeCloudSize/aoeCloudSize/aoeCloudSize): solarFlareShipBonusLMHMHAMExplosionRadius|aoeCloudSize/aoeCloudSize/aoeCloudSize
xx% 未知加成(areaOfEffectBonus): areaOfEffectSkillBonus|areaOfEffectBonus
xx% 未知加成(armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance): modifyArmorDamageResistanceBonusPostPercentPassive|armorEmDamageResonance/armorExplosiveDamageResonance/armorKineticDamageResonance/armorThermalDamageResonance
xx% 未知加成(armorHpBonus): setBonusSansha|armorHpBonus
xx% 未知加成(armorRepairBonus): setBonusAsklepian|armorRepairBonus
xx% 未知加成(attributeAdvCompManufactureMaterialMultiplier): rigAdvComponentManufactureMaterialBonus|attributeAdvCompManufactureMaterialMultiplier
xx% 未知加成(attributeAdvCompManufactureTimeMultiplier): rigAdvComponentManufactureTimeBonus|attributeAdvCompManufactureTimeMultiplier
xx% 未知加成(attributeAdvLargeShipManufactureMaterialMultiplier): rigAdvLarShipManufactureMaterialBonus|attributeAdvLargeShipManufactureMaterialMultiplier
